id,avis,clean_avis
com.activision.callofduty.shooter,j'ai envie de jouer à call of duty mais ça prend trop de place sur mon téléphone et du coup pour jouer je dois désinstaller d'autre application 😭😭😭😭😭😭,want play take space phone suddenly play uninstall application
com.activision.callofduty.shooter,c'est un très bon jeu mais après un certain moment les gars utilisent tous des logiciels de triche ce qui détruit le jeu,good game guy use cheat software destroy game
com.activision.callofduty.shooter,Très mauvaise cette version avec un téléchargement de trois fois la mise à jour n'a pu être installée,bad version download time update instal
com.activision.callofduty.shooter,"On ne peut difficilement faire mieux !Les graphismes et les effets sonores sont très bon et très réalistes, il y'a une immensité de paramètres que l'on peut modifier... c'est très bien fait. Le jeux est très bien optimisé avec des mises à jours très régulière ainsi que des nouveautées... c'est aussi très agréable de pouvoir jouer avec ses amis et communiquer en même temps. Juste époustouflant, donc un grand merci ! ps: par contre prévoyez beaucoup d'espace de stockage ( 39 GB pour l'instant...)",well well graphic sound effect good realistic immensity parameter modify game optimize regular update new product pleasant able play friend communicate time breathtake big thank ps con provide lot storage space gb
com.activision.callofduty.shooter,C est vraiment un jeux cool et c est facile à jouer sauf que les joueurs qui payent ont un avantage je pense que des choses gratuite serais bien pour ceux qui peuvent pas payer,cool game easy play player pay advantage think free thing good pay
com.activision.callofduty.shooter,Merci beaucoup mon Cod My God la gub n,thank god gub n
com.activision.callofduty.shooter,"manette ps4 neuve connectée fonctionne à moitié (pas de direction mobilité et visuel, .... ) que les boutons à figures géométriques qui fonctionne bien. l'ancienne version fonctionnait mieux ( avant la nouvelle mise à jour).",connect new ps controller work half mobility visual steering geometric figure work old version work well new update
com.activision.callofduty.shooter,bon jeux mais les achats intra jeux sont exorbitants,good games intra games exorbitant
com.activision.callofduty.shooter,rien a dire c'est le meilleur jeux du monde,good game world
com.activision.callofduty.shooter,le jeux et bien pour tous le monde car il n'y a pas d'insulte sur le jeux vidéo moi j'ai mis 5 étoile ar c'est mon jeux préféré depuis que j'ai 18ans tout le monde ne peut l'installer car il et très bien comme jeux. call of Duty mobile et en plus on peut jouer avec une manette c'est top bien et je suis fière d'avoir installer le jeu. 👍🏼👍🏼👍🏼😃😃😃,game good insult video game star ar favorite game year old install game mobile addition play controller great good proud instal game
com.activision.callofduty.shooter,ce jeux eet epoustoutflany,eet epoustoutflany game
com.activision.callofduty.shooter,"chaque mise a jour sa devient injouable,il privilégie les nouveaux joueurs, Activision sont des incapables en ce concerne le serveur français, ce jeux devient de plus en plus éclaté",update sa unplayable favor new player activision incapable french server game explode
com.activision.callofduty.shooter,C'est le meilleur je de guerre que je joue dans ma vie C'est pour cela que je donne 5 étoiles 🌟🌟🌟🌟🌟,good war play life s star
com.activision.callofduty.shooter,ce jeu est bien mais pas meilleur que brawl stars,game good well brawl star
com.activision.callofduty.shooter,c'est bien mais là ça un problème il faut voir ça vite,good problem fast
com.activision.callofduty.shooter,"Super jeu 👍🏼, rien à dire ! finalement, impossible de retrouver mon compte (skins exclusifs de rang maître) decevant",great game finally impossible find account exclusive skin master row
com.activision.callofduty.shooter,que ce soit sur mobile ou sur ps ce jeu est vraiment bien mm si il y des avantages pour les joueurs sur console 😅,mobile ps game good mm advantage player console
com.activision.callofduty.shooter,the game is crashing often when playing :( S25 Ultra,game crash play ultra
com.activision.callofduty.shooter,la nouvelle mise a jour est vraiment détestable... et de plus on tombe que sur des fin de parties en ce moment....,new update detestable fall end game moment
com.activision.callofduty.shooter,depuis la dernière mise à jour je ne peux plus jouer sans monter à 200ms....,update long play go ms
com.activision.callofduty.shooter,"JUSTE INCROYABLE !!!!! Le jeu est magnifique tellement de possibilté de modes de jeu et des graphismes incroyables. Le sniper est de loin la meilleur arme du jeu, si vous maîtrisez bien. Le seul point négative c'est qu'il y a trop de tryhardeurs ( surtout au sniper ) !",incredible game beautiful possible game mode incredible graphic sniper far good weapon game master negative point tryhardeter especially sniper
com.activision.callofduty.shooter,moche moche et encore moche je vous conseille free faire,ugly ugly ugly recommend free
com.activision.callofduty.shooter,VOTRE APPLICATION BUG SOUVENT ET VOUS OSEZ PENALISEZ UN JOUEUR ? SOYEZ PLUS ORGANISÉ POUR LE STOCKAGE PARCE QUE 3 GO C'EST TROP POUR UN JEU. VEUILLEZ SAUVEGARDER LA PROGRESSION DES JOUEURS ET JOUEUSES MÊME LORSQUE CES PERSONNES DESINSTALLENT LE JEU . TROP DE TRICHEURS VEUILLEZ Y REMEDIER,bug application dare penalize player organize storage gb game safeguard progress player people dismiss game cheater remedy
com.activision.callofduty.shooter,Cool mais j'aime plus fortnite,cool like fortnite
com.activision.callofduty.shooter,"Acheter le pass combat et toute vos balles connecteront 🤣🤣 Nul, Nul, Nul, Nul,Nul, Nul",buy fight pass ball connect null null null null null null
com.activision.callofduty.shooter,"franchement, j'aime trop ce jeu les graphismes les persos les armes, c'est pourquoi je ne peux pas donner un mauvaise note. Mais depuis peu, le jeu commence à planquer moins de 2min sur le jeu, ça se ferme tout seul. j'ai essayé de retélécharger mais c'est toujours la mm chose si vous pouviez y faire quelque chose. car le problème ne vient sûrement pas de mon appareil.",frankly love game graphic character weapon bad note recently game start hide minute game close try reteléload mm thing problem certainly come device
com.activision.callofduty.shooter,Le jeu est super beau et fluide de ce côté-là a rien à dire dans le choix des classes rien à dire beaucoup de choix voire même trop cependant pour le mode zombie une nouvelle map gratuite serait bien venu un bon vieux bo1 zombi pourquoi pas allez la seule chose qui manque peut-être c'est du 1vs,game super beautiful fluid choice class lot choice zombie mode new free map come good old bo zombi thing miss vs
com.activision.callofduty.shooter,c'est trop coul j'aime beaucoup c'est mieux que free fire,slul like lot well free fire
com.activision.callofduty.shooter,Le Jeu est facile à contrôler,game easy control
com.activision.callofduty.shooter,Se joue est trop bien les armes son trop bien fait les pèrsenage sont trop beaux mon 2ème joue préféré il est incroyable je vous conseille de l'installer an plus il est gratuit je vous conseille de l'installer vraiment incroyable le jeu.,play weapon pèrse beautiful nd favorite cheek incredible advise install year free advise install incredible game
com.activision.callofduty.shooter,Je trouve ce jeu très bien mais il faut juste que vous enlève le wifi sur cette application,find game remove wifi application
com.activision.callofduty.shooter,"c'est réaliste, c'est magnifique mais c'est les bug qui pose problème.",realistic magnificent bug pose problem
com.activision.callofduty.shooter,Bon jeu mais il faut augmenter les offres gratuites tous les semaines,good game increase free offer week
com.activision.callofduty.shooter,"Bonjour. Vous avez augmenter le poids du jeu (1,6 GO à 3,1 GO). Pouvez vous diminuer les données, s'il vous plaît? Merci. Maintenant, enlever les éléments inutiles pour rendre plus fluide le jeu et le rendre moins gourmand en énergie. (Et équilibrer les parties en mettant des joueurs de même niveau dans les 2 camps et faite de manière à ce que les joueurs se retrouvent en débuts de parties ET non en plein milieu ou en fin de partie.",good morning increase weight game gb gb decrease datum thank remove unnecessary element game fluid energy delicious balance game put player level camp player find start game middle end game
com.activision.callofduty.shooter,"Non mais sérieux ! je finis de télécharger, ça n'affiche rien, c'est à dire que j'ai perdu tous ces gigas pour rien ??! Vraiment nul ça !",finish download display lose gigas zero
com.activision.callofduty.shooter,"Ce jeu est subliminisme ,je joue à cela sans me fatiguer et je l'adore ,merci à vous ,continuez à nous faire vibrer au tant et aux nouveaux ajouts.",game sublimism play tire love thank continue vibrate new addition
com.activision.callofduty.shooter,"Mon jeu préféré, Le meilleur jeu de guerre et en plus le plus réaliste jamais connu",favorite game good war game addition realistic know
com.activision.callofduty.shooter,jeu super bien avec de beau graphisme pour un jeu mobile. Mais il faudrait peut être rajouter une ou deux map en mode zombie comme Kino der toten. Sinon je recommande super,super good game beautiful graphic mobile game maybe add map zombie mode like kino der toten recommend great
com.activision.callofduty.shooter,c'est le meilleur jeu mobile au quel j'ai joué,good mobile game play
com.activision.callofduty.shooter,call if duty est un peu long a chargé au début sinon rien a dire,duty bit long load beginning
com.activision.callofduty.shooter,c'est une très bonne application avec des grafics superbe merci la communauté,good application superb graft thank community
com.activision.callofduty.shooter,se jeux est l'incroyable,se game incredible
com.activision.callofduty.shooter,c'est bien le jeu mais quand j'entre en mode battle Royale mon écran devient tout noir. j' entends les voix mais je vois rien et aussi dans les modes classé faut que vous régliez ça.,game enter battle royale mode screen black hear voice classify mode need regulate
com.activision.callofduty.shooter,a chaque mise à jour je perds en grade 🤔 je comprends pas. si non l'application es pas mal.,update lose grade not understand application bad
com.activision.callofduty.shooter,je le trouve bien émouvant et compatible presque pour plusieurs types de téléphone,find move compatible type phone
com.activision.callofduty.shooter,la pire mise a jour de toutes saccade balles en mousse aucun dégât au joueur acheté,bad update jam ball damage player buy
com.activision.callofduty.shooter,"le jeux est intéressant, incroyable je suis 😱 omg",game interesting incredible omg
com.activision.callofduty.shooter,Jeux très bien réaliste je conseille,realistic game recommend
com.activision.callofduty.shooter,j'aime beaucoup se jeux IL EST BOURRÉ D'ACTION ET DE PISTOLET plus précisément: iL est incroyable (; 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,like game action pistol precisely incredible
com.activision.callofduty.shooter,rien à dire c'est une sensation mais j' aurai aimé que les BR se passe aussi dans la nuit,feeling like br happen night
com.activision.callofduty.shooter,"Joueur invisible, l'arme n'apparaît pas, joueurs sont invincibles, bug d'apparition, appareils externes, bug de vitesse, piratage de la carte, et voient au travers des murs. Pire jeu",invisible player weapon appear player invincible bug appearance external device speed bug hacking card wall bad game
com.activision.callofduty.shooter,il faut mettre la connexion automatique svp orh ça énerve.,automatic connection orh annoy
com.activision.callofduty.shooter,Super jeu mais il a un problème la mise à jour sont trop inaccessible Ça ajoute seulement les GB mais svp Faites que call of duty warzone soit compatible avec le Samsung galaxie 04 e Je serai tellement content s'il vous plaît développeur faisait ça 😍🥹🙏,great game problem update inaccessible add gb warzone compatible samsung galaxie e happy developer
com.activision.callofduty.shooter,mon compte a été banni sans raison comment puis je faire pour le récupérer,account banish reason recover
com.activision.callofduty.shooter,this game is a real and best example of best graphics story of the game and modes,game real good example good graphic story game mode
com.activision.callofduty.shooter,Donn moi le cp stp moi je veut ajouter Donn le cp stp😭😭😭😭😭,cp want add give cp
com.activision.callofduty.shooter,ce jeu est tout simplement extraordinaire magnifique ce jeu,game simply extraordinary beautiful game
com.activision.callofduty.shooter,افضل لعب في التاريخ,well play history
com.activision.callofduty.shooter,"il serait bien de pouvoir personnaliser nos commandes de de tir et de déplacement dans le char et le jackal, Sinon rien a dire meilleur jeu de tir du play.",good able personalize shoot travel order chariot jackal well shooting game play
com.activision.callofduty.shooter,incroyable c le meilleur jeux du monde,incredible c good game world
com.activision.callofduty.shooter,the best shooter game,good shooter game
com.activision.callofduty.shooter,"Excellent jeu ce c.o.d mobile ,c'est vrai qu'il prend de la place mais sa vaut largement le coup, niveau graphismes il n'y a rien à envier a une console et niveau jouabilité c'est parfait ,en plus il y à le battle Royale et le zombie et le multi classé et le multi classique,en gros ce c.o.d est une tuerie.",excellent game cod mobile true take space worth graphic level envy console level playability perfect addition battle royale zombie multi classify multi classic basically cod kill
com.activision.callofduty.shooter,GROS PROBLÈME. Enlevez la renaissance du destin où je ne sais pas quoi car ça bloque nos appareils quand on tombe sur cette icône. on est obligé de faire des manips dangereuses pour éteindre.,big problem rebirth fate not know block device come icon force dangerous handle extinguish
com.activision.callofduty.shooter,"Ça fait deux ans que je joue au jeu, et honnêtement, je ne vois rien de vraiment innovant à chaque nouvelle saison. À part quelques petits événements qui offrent des camouflages d’armes qu’on n’utilisera probablement jamais, et de nouvelles maps pas toujours intéressantes, il n’y a rien de marquant. Sans parler des parties classées : c’est presque impossible de savoir si un adversaire triche avec un aimbot ou s’il est juste très bon. c'est vraiment difficile a distinguer.",ve play game year honestly not innovative new season apart small event offer camouflage weapon probably use new map interesting striking mention classify part impossible know opponent cheat aimbot good difficult distinguish
com.activision.callofduty.shooter,y'a beaucoup trop de mo mais c un très bon jeu vidéo de guerre,s mo good war video game
com.activision.callofduty.shooter,pourquoit je purdu la coniction au jeu,punish coniction game
com.activision.callofduty.shooter,Très bon jeu depuis j'ai changé de téléphone ! mais il manque le mode campagne qui pourrait être incroyable sur le jeu !,good game change phone campaign mode incredible game
com.activision.callofduty.shooter,vraiment je ne trouve pas de mots assez fort tellement ce jeux est super 😎😎😎😎😎😎👍👍👍,not find word strong game great
com.activision.callofduty.shooter,j eux bien malgré la m4 et les snip car on peux pas jouer c est pénible,despite snip play painful
com.activision.callofduty.shooter,Jeu bien sur le gameplay mais les prix des skin mythique en drop est abuser. 100€ un skin c'est beaucoup trop. Je vous mettrez 4 etoile si vous rajouter kino der toten en zombie avec un autre passe gratuit avec une arme hyper classe niveau 50. Et 5 étoile si vous baissez vos prix abuser. Sérieusement sa ferai du bien à la communauté et sa amènerai plus de monde !,game course gameplay price legendary dog abuse skin far star add kino der toten zombie free pass hyper class weapon level star low price abuse seriously good community bring people
com.activision.callofduty.shooter,"Problème de texture sur smartphone poco x6 pro. Les textures sont floues que ça soit sur les skins des personnes, sur les skins d'armes et même sur les décors des maps ce qui rend l'expérience moins agréable. Ce problème est venu du jour au lendemain et ça fait un bon moment maintenant qu'il y est et malgré plusieurs mises à jour toujours le même problème.",texture problem poco x pro smartphone texture blur people skin arm skin set map make experience pleasant problem come overnight good time despite update problem
com.activision.callofduty.shooter,le jeu est juste incroyable j'adore mais ya des bug parfois comme aujourd'hui j'arrive pas à me connecter ça à echouer à chaque fois que j' ai essayé,game incredible love bug like today not connect cheer time try
com.activision.callofduty.shooter,pour tué les enemie s'est bien passée,kill enemia go
com.activision.callofduty.shooter,bon jeu mais beaucoup de cheater,good game lot cheater
com.activision.callofduty.shooter,meilleure fps mobile et de loin,well mobile fps far
com.activision.callofduty.shooter,"Un excellent jeu 😌😌😏!!! Mais je rencontre souvent des problèmes : trop de bugs , de sauts d'images , et le jeu se fige constamment surtout devant un ennemi 😔😔😔 !!! S'il vous plaît veuillez remédier à cela 🥹🥹🥹🥺🥺🥺!!!",excellent game encounter problem bug jump image game constantly freeze especially enemy remedy
com.activision.callofduty.shooter,"jeu injouable a partir d'un certain niveau , les ennemis sont tous en avions de chasse ou véhicules casiement instable avec ....vous pourchasse et voue tue , plus de duel a l'arme uniquement des véhicules...ce jeu aurais du s'appeler GTA , et non warzone,moi perso si ils retire pas les véhicules a part voiture et camion ....je désinstalle",unplayable game certain level enemy fighter unstable mosement vehicle chase dedicate kill duel weapon vehicle game call gta warzone personally remove vehicle apart truck uninstall
com.activision.callofduty.shooter,"Bon mélange entre plusieurs anciens call of , le seul problème est les armes cheatées, sinon je kiffe.",good mix old call problem cheat sized weapon like
com.activision.callofduty.shooter,"Le meilleur fps sur mobile,mais beaucoup trop de bémol",well fps mobile downside
com.activision.callofduty.shooter,Nice jeu content tu résultat,nice happy game result
com.activision.callofduty.shooter,"Ces le meilleurs jeux que j'ai pu joué sur mobile, et j'aime beaucoup affronter les gar en 1v1 snipe pour moi ces la meilleure expérience de jeux de guerre en ligne rien d'autre à dire 5 étoile",good game able play mobile like face gar v snipe good experience online war game star
com.activision.callofduty.shooter,Jeux super ont peux même jouer avec nos amis je noublirai jamais se jeux,super game play friend game
com.activision.callofduty.shooter,"Codm is developed by people who care more about money than gameplay. They will offer you the opportunity to buy a pay to win skin to forget they never work on bugs. I'm playing this game since four years and it's getting worse at every upgrade. New kind of toxicity every month when bugs take years to be solved. It has been a good game, it is not anymore. Don't download or delete!",develop people care money gameplay offer opportunity buy pay win skin forget work bug m play game year get bad upgrade new kind toxicity month bug year solve good game anymore not download delete
com.activision.callofduty.shooter,افضل لعبة في العالم,good game world
com.activision.callofduty.shooter,j'aime bien l'application call of Duty Mobli,like mobli application
com.activision.callofduty.shooter,meilleurs jeux de combat ⭐⭐⭐⭐⭐,good fighting game
com.activision.callofduty.shooter,le meilleur jeux de tout les temps et encore je dose,good game time dose
com.activision.callofduty.shooter,bon jeux mes manque d'équilibrage je tombe que sur des jouer plus de 360 avec full arme mythique cheater ses trop si tu mais pas 100€ pour avoir une arme ses pas la peine arrivée lvl 100 ses injouable,good game lack balance come play weapon weapon cheater weapon branch lvl unplayable
com.activision.callofduty.shooter,"⭐⭐⭐⭐⭐ - Excellent FPS sur mobile ! ""Call of Duty: Mobile est un jeu incroyable pour les amateurs de FPS. Les graphismes sont impressionnants, le gameplay est fluide et les modes de jeu variés (Battle Royale, Multijoueur, Zombies...). La personnalisation des armes et des personnages est aussi très bien faite. Il y a des mises à jour régulières avec du nouveau contenu. Seul petit bémol : parfois quelques bugs ou des joueurs avec une connexion instable, mais rien de trop gênant. Je recommande à 100",excellent fps mobile mobile incredible game fps enthusiast graphic impressive gameplay fluid mode play battle royal multiplayer zombie personalization weapon character regular update new content small downside bug player unstable connection annoying
com.activision.callofduty.shooter,Why can't I log into my account?,not log account
com.activision.callofduty.shooter,"Hello Call of Duty, I can no longer play Call of Duty Mobile because the game tells me that I am playing on an emulator, even though I am not.Do you want my login details because I put money into the game?",hello long play mobile game tell play emulator notdo want login detail money game
com.activision.callofduty.shooter,le jeu il Est bien fait je tente de monter le rang LÉGENDAIRE installez et vous allez pas regretter,game try set legendary rank install regret
com.activision.callofduty.shooter,vraiment je jeu est trop cool et sans erreur mais la seule chose qui m'énerve souvent c'est que ça prend trop de temps pour entrer dans le jeu car il y à trop de téléchargements ! si non à par ça tout est cool,play cool error thing annoy take long enter game download cool
com.activision.callofduty.shooter,"depuis ma dernière mise à impossible de jouer , le jeu ne démarre plus. Pourtant ça m'a pris près de 20 giga depuis que je joue. sinon Super jeux",impossible play game start take giga play great game
com.activision.callofduty.shooter,Nul et un peu bon sur certains points graphisme j'aime pas celui de pubg est de qualité,null little good certain graphic point not like quality
com.activision.callofduty.shooter,depuis la dernière mise à jour impossible de jouer avec une manette beug lague le personnage fait ce qu'il veut impossible de joué je dêsinstal al je reviendrai plus domage c été un bon jeu,update impossible play beug lague joystick character want play dêsinstal al come shame good game
com.activision.callofduty.shooter,pk 3 car Franchement enlever de point et bannir car une n'a quitté une partie a cause de la 4g faut doser il ya moment vous Aler me niker pa protection de grade a l'envers des point sans raison,pk frankly remove point banish leave game g dose moment alert grade protection upside reason
com.activision.callofduty.shooter,le jeux et bien hein mais les joueurs qui son pratiquement invincible et toi tes vulnérable a une seule balle faut pas abusé surtout ma dernière partie je suis tombé sur deux gars totalement intouchable et eux une seule balle et je fesais que de me tuer es-ce que il cheat je sais pas a voir mais ces pas la première fois que ça arrive merci de me répondre au plus vite sur le comment du pourquoi,game huh player practically invincible vulnerable single ball abuse especially come completely untouchable guy ball kill cheat know time happen answer soon possible
com.activision.callofduty.shooter,best game ever je veux rien savoir💀,good game want know
com.activision.callofduty.shooter,cette jeu est vraiment incroyable j’adore depuis le Mali wow incroyable,game incredible love incredible mali wow
com.activision.callofduty.shooter,Tous ce que j ai acheté à disparu mon rang maximal à été réinitialisé ainsi que mon niveau j ai perdu tous mes skins impossible de contacter qui que ce soit (support activision) inadmissible ! Remboursez !!!,buy disappear maximum rank reset level lose skin impossible contact activision support refund
com.activision.callofduty.shooter,un très bon jeux mais prend beaucoup de stockage et les mis a jour prennent au moin 1 G,good game take lot storage update g
com.activision.callofduty.shooter,juste parfait sa me rappelle Black ops 3franchemen si tu veux te rassurer vers les commentaires bonne idée mais essaie de faire ton propre avis en jouant ps:my name is pharelmine,perfect remind black op francheman want comment good idea try opinion play ps flagship
com.activision.callofduty.shooter,ce jeux a graphisme très réaliste et c'est' vraiment cool.FF et PUBG le surpasse carrément,realistic graphic game cool
com.activision.callofduty.shooter,meilleurs jeux de l' univers,good game universe
com.activision.callofduty.shooter,le jeu il est très bien alors moi je le donne 5 étoiles,game good star
com.activision.callofduty.shooter,j'aime trop le graphisme et je suis passé prooooo,love graphic pass prooooo
com.activision.callofduty.shooter,rien a dire c'est des graphiques mieux que cod MW3 2011,graphic well mw
com.activision.callofduty.shooter,depuis la mise à jour impossible de me connecter à mon compte,update impossible connect account
com.activision.callofduty.shooter,se jeux et vraiment incroyable j'y passe énormément de temps dessus le seul bémol c'est que au fur et à mesure des saisons on a des armes de plus en plus cheat et sa sa casse les c et en ranked s'il vous plaît faite en sorte que certaines arme ne sont pas dispo,game incredible spend lot time downside season cheat weapon casse c rank sure weapon available
com.activision.callofduty.shooter,j'adore les feilles dans ce jeux,love boring game
com.activision.callofduty.shooter,"meilleurs jeu fpd mobile codm>>>> pubg, free fire etc...",good fpd mobile games free fire etc
com.activision.callofduty.shooter,ce le meilleur jeu du monde,good game world
com.activision.callofduty.shooter,"call of duty est le meilleur jeu du monde le graphisme ,le game play sont exelent",good game world graphic game play exercise
com.activision.callofduty.shooter,j'ai un problème avec ce jeu lors des mises a jour on nous demande d'avoir plus de 16 giga avant que la mise a jour ne passe or la mise a jour ne pèse que 700mo veuillez règler ce problème 2 giga d'espace libre sont suffisants pourquoi demander à ce qu'on est plus de 16 giga or la mise a jour mm ne vaut pas 1 giga,problem game update ask giga update pass update weighs mo solve problem giga free space ask giga update mm worth giga
com.activision.callofduty.shooter,Le jeu est époustouflant. J'ai toujours adoré les mise à jour jusqu'à maintenant. Bravo à vous l'équipe Call Of Duty Mobile 💪🏽,game breathtaking love update far bravo mobile team
com.activision.callofduty.shooter,"Je vous conseille de jouer avec une manette, car après deux partie, il vont vous mettre avec des joueur manette",advise play controller part control player
com.activision.callofduty.shooter,"Bien mais le jeu crash beaucoup, en plein parti c'est assez relou.",game crash lot middle party relou
com.activision.callofduty.shooter,Je ne sais même plus quand j'ai commencé,not know start
com.activision.callofduty.shooter,trop cool mais vous abusé trop sur les cartes,cool abuse card
com.activision.callofduty.shooter,Jeu cool et assez réaliste et sympa,cool fairly realistic nice game
com.activision.callofduty.shooter,I just don't know why it doesn't get downloaded,not know not download
com.activision.callofduty.shooter,"le jeu est magnifique ,contrairement à la plus part des fps on peut avoir un large choix de personnalisation que se soit avec les armes ou les véhicules. Au passage je voudrais signaler un bug, les emplacement d'arme du mode multijoueur ne me permettent que de prendre deux armes à deux main, je n'arrive plus à sélectionner des pistolet ou des armes de corps à corps .",game magnificent unlike fps wide choice personalization weapon vehicle way like point bug multiplayer weapon location allow weapon hand long select pistol body weapon
com.activision.callofduty.shooter,li donner les pieces au les joueures por s amuser,li piece cheek fun
com.activision.callofduty.shooter,bien mais compliqué à comprendre au début il y a 5 page avant de jouer donc.trois étoiles,complicated understand page ago play star
com.activision.callofduty.shooter,un très bon jeux de guerre .........,good war game
com.activision.callofduty.shooter,le jeu est merveilleux et je veux toujours le jouet,game wonderful want toy
com.activision.callofduty.shooter,"Que dire sur C.O.D.M Depuis sa sortie en 2019 c'était pour moi le meilleur jeu sur téléphone avec son gameplay incroyable et ses qualités graphiques au top Ensuite il s'est passé 6 ans et le jeu est de plus en plus meilleur je vous le recommande Petite attention ! ce jeu consomme beaucoup en capacité stockage je vous conseille de prendre un bon téléphone ( au moins une capacité de stockage 128 GO- 256 GO -500GO) et une bonne capacité de RAM. Sinon vous allez buguer. Jeu avec BR, MJ, Salon privé.",codm release good game phone incredible gameplay graphic quality happen year game well recommend little attention game consume lot storage capacity advise good phone storage capacity gb gb good ram capacity drink game br mj private lounge
com.activision.callofduty.shooter,C'est un très bon jeu avec de beau graphisme.Ce jeu a de très bonnes qualités.J'ai kiffer le jeu,good game beautiful graphic game good quality love game
com.activision.callofduty.shooter,POV:le meilleur jeu de guerre 3D,pov good war game
com.activision.callofduty.shooter,"Ce jeu (cod) mobile n'est pas mal, mais quand je tire sur un ennemi il ne meure pas pouvez vous m'arranger ceci svp.",mobile game bad shoot enemy die arrange
com.activision.callofduty.shooter,"Très belle expérience de jeux avec beaucoup de variétés...en revanche, quasiment à chaque M.A.J de nouvelle saison, ça bug et il faut attendre régulièrement de nouvelles maj qui viennent corriger ces bugs. Avis aux développeurs pour cette nouvelle saison 6 ! Par ailleurs, toutes mes félicitations pour votre travail et votre créativité 👍",nice game experience lot variety hand maj new season bug wait regularly new update come correct bug notice developer new season addition congratulation work creativity
com.activision.callofduty.shooter,Super jeu.. Graphisme au top... Ça rappelle ces longues nuits devant mw3... Merci beaucoup aux développeurs jeux gratuit.. Je le recommande. A très vite en ligne...,great game graphic remind long night mw thank free game developer recommend soon online
com.activision.callofduty.shooter,"votr jeu il est nul vs avez fait n'importe quoi pourvotre mise a jour je vs donne 0 étoiles , je vous tient au courant , mais j'ai l'impression qu'il on augmenter les dégâts de certaines qu'on ne jouer pas souvent dans les saison précédente alors voilà mon avis",votr game zero vs update vs star post impression increase damage play previous season opinion
com.activision.callofduty.shooter,"jeux super cool, bien optimiser est consome pas trop de batterie.",super cool game optimize consome battery
com.activision.callofduty.shooter,juste bon jeux si on oublie les loot box,good game forget loot box
com.activision.callofduty.shooter,un jeu excellent qui réveille ta combativité et ton dévouement quand tu joues en ranked,excellent game awaken fight spirit dedication play rank
com.activision.callofduty.shooter,si tri joli,yes tri joi
com.activision.callofduty.shooter,cool mes beug sur mon tell,cool beug tell
com.activision.callofduty.shooter,jeux magnifique on peut jouer avec des pote je recommande,beautiful game play friend recommend
com.activision.callofduty.shooter,ses manifique se jeux est extraordinaire,manifium game extraordinary
com.activision.callofduty.shooter,manque caméléon en mode standard,lack chameleon standard mode
com.activision.callofduty.shooter,incroyable de beau graphique magnifique,amazing beautiful beautiful graphic
com.activision.callofduty.shooter,J AI RIENS A DIRE LE JEUX EST PARFAIT \,fun game perfect
com.activision.callofduty.shooter,j’aime ce jeu parce que on peut invité des amis pour jouer,like game invite friend play
com.activision.callofduty.shooter,"Je vous le déconseille... c'est le jeu mobile le plus toxique de tout les temps, les gens sont méchants, beaucoup utilisent des armes mythiques pay to win leurs armes c'est carrément des laser, en BR c'est toxique, en multi classé ça l'est encore plus, tout le monde campe, sérieusement, passez votre chemin, ce jeu m'a rendue malade avec le temps à cause de l'injustice qu'il y a dedans, et je suis loin d'être un mauvais joueur.",recommend toxic mobile game time people mean use mythical weapon pay win weapon downright laser br toxic multi classify camp seriously way game sick time injustice m far bad player
com.activision.callofduty.shooter,le meilleur jeu de guerre mobile pour moi un jeu très sensa's ✌️,good mobile war game sensas game
com.activision.callofduty.shooter,moi j'aime bien le jeu c'est vraiment super 💯💯,like game great
com.activision.callofduty.shooter,j adore mais sa prends trop de place,love take space
com.activision.callofduty.shooter,we need 120fps battle royal on our phones why u cappe it on 90fps while we have snapdragon 8 gen 1+ ???,need fps battle royal phone u cappe fps snapdragon gen
com.activision.callofduty.shooter,"ça fait 3 ans que je joue au jeu, malgré tout il y a des trucs qui me perturbe . Ça m’énerve de croiser énormément de bots en début et en fin de saison. Si je me trompe pas CODM est un jeu multijoueur mais je ne comprends pas le fait de croiser des bots surtout en partie classée. je préfère mille fois quitter une partie et perdre des points plutôt que de jouer contre des bots. Si j’ai téléchargé CODM c’est pour jouer contre des vrais personnes pas contre des robots",ve play game year despite thing disrupt annoy cross lot bot start end season mistaken multiplayer game understand fact cross bot especially partly classified prefer thousand time leave game losing point play boot download play real people robot
com.activision.callofduty.shooter,"ce jeu est actuellement l'un des meilleurs fps mobile, mais son système de probabilité pour l'obtention de skin est encore une fois une méthode que je n'apprécie guère de la part d'Activision, où tu peux jusqu'à aller dépenser des sommes a 3 chiffre juste pour un simple skin si tu n'a ""pas de chance"". Bref ce système est juste dégueulasse à mes yeux, et quand bien même nous pouvons nous passer de skin, j'aimerai pouvoir en avoir sans pour autant dépenser une fortune",game currently good mobile fps probability system obtain skin method hardly appreciate activision spend sum figure simple skin luck short system disgust eye skin like able spend fortune
com.activision.callofduty.shooter,depuis la mise a jour le jeux crash ...,update crash game
com.activision.callofduty.shooter,"incroyable jeu , nombreux modes disponibles et très vite, Armes incroyable, jeu pas du tout pay to win, j'ai pourtant un mauvais écran mais le jeu ne le fais pas du tout buguer, jeu incroyable, je conseille",incredible game mode available quickly incredible weapon game pay win bad screen game bug incredible game recommend
